lat_appx_lots_of_err,long_appx_lots_of_err,EXT,EST,AGR,CSN,OPN
43.662,-79.3281,0.5,0.7,1.4,1.1,1.2
50.4399,-104.574,-0.4,2.0,1.7,0.9,2.3
45.3155,-75.837,0.5,0.8,1.7,1.7,2.0
45.3155,-75.837,0.2,1.3,1.6,0.4,1.5
45.3155,-75.837,1.0,0.9,2.0,1.3,1.0
43.6425,-79.3872,0.5,2.7,0.6,-0.5,2.3
45.3155,-75.837,0.6,1.5,1.6,0.3,2.1
49.9069,-97.0011,-0.5,1.1,1.1,0.6,1.2
53.5801,-113.541,0.9,1.6,2.5,-0.7,1.7
43.6425,-79.3872,-0.8,3.1,1.7,-0.1,1.1
49.1859,-97.9396,-0.2,0.4,1.6,0.1,1.4
46.5833,-81.2,-0.7,2.6,2.5,-0.3,1.9
51.127,-114.0787,-1.5,3.1,2.2,0.3,1.5
45.5,-73.5833,-1.2,2.7,2.0,1.8,2.2
43.2432,-79.876,1.7,2.0,1.1,1.5,1.9
43.8,-79.4167,1.9,3.0,2.3,0.3,2.1
43.7833,-79.4167,0.2,2.2,1.0,1.0,2.1
43.6425,-79.3872,0.9,1.0,1.7,0.5,2.2
44.3,-78.3333,0.4,0.9,0.4,0.1,1.7
52.1333,-106.6667,0.2,1.4,1.4,0.3,1.5
49.68600000000001,-125.0191,-0.5,2.6,1.7,1.2,1.8
45.3155,-75.837,1.3,2.9,2.2,1.5,1.7
43.86,-79.3605,-0.4,3.5,1.1,0.2,1.2
49.8431,-99.9452,-0.9,1.4,2.5,1.6,1.5
43.6667,-79.4167,1.2,0.5,1.8,2.1,0.7
45.4127,-75.6742,1.1,0.7,0.2,2.5,1.9
43.6425,-79.3872,0.7,1.9,2.2,1.7,2.2
43.6425,-79.3872,-0.6,2.2,1.4,0.7,1.0
45.6089,-73.7331,-0.1,2.1,0.7,0.8,1.7
45.3155,-75.837,0.4,1.0,2.1,0.8,1.9
42.3016,-83.0307,-0.2,1.1,0.9,1.5,1.0
42.3039,-83.0308,-0.2,1.9,0.9,0.7,0.8
45.9535,-66.6704,-0.3,1.4,1.2,1.2,0.8
45.3155,-75.837,0.0,2.3,1.3,0.6,1.5
42.9793,-81.2556,-0.9,2.3,-0.3,1.1,2.2
43.6425,-79.3872,0.3,0.9,2.1,0.9,2.2
43.6425,-79.3872,-1.5,3.8,1.4,0.8,0.6
43.8265,-78.9991,0.4,1.5,1.4,1.5,2.3
43.6519,-79.3874,0.9,0.5,0.9,1.5,1.8
43.6425,-79.3872,-0.6,1.4,1.1,0.7,1.4
45.3155,-75.837,-0.6,2.4,1.8,1.2,1.4
43.6425,-79.3872,-1.1,1.7,1.5,-0.2,1.7
49.6765,-112.8035,-1.5,0.3,1.1,0.9,1.6
43.6425,-79.3872,1.4,0.5,1.0,2.6,2.1
45.5,-73.5833,2.0,2.0,2.2,1.1,1.8
45.3155,-75.837,0.0,0.9,1.5,1.5,0.9
49.2835,-123.0786,-1.1,1.4,1.9,0.7,2.1
49.2835,-123.0786,-0.3,1.4,2.1,1.5,1.3
49.2836,-123.1041,0.8,2.7,1.7,0.6,1.3
48.1167,-77.7667,-1.4,2.0,1.7,1.9,2.1
51.0999,-113.9422,0.3,1.8,1.6,1.1,1.4
51.0833,-114.0833,-0.3,2.2,2.4,1.0,1.7
45.3155,-75.837,-0.2,2.3,1.8,-0.1,1.5
53.0167,-112.8167,-0.6,1.9,1.8,0.2,1.2
45.3155,-75.837,-0.9,2.1,1.8,-0.1,1.7
53.55,-113.5,-1.4,2.2,2.5,-0.6,2.3
43.6425,-79.3872,1.2,1.8,1.0,2.2,2.6
43.6565,-79.4079,0.8,1.3,1.0,1.5,1.9
43.6425,-79.3872,1.4,2.2,1.4,-0.8,0.3
43.6425,-79.3872,-0.7,3.3,1.8,1.7,1.6
45.5,-73.5833,0.5,1.8,2.3,1.1,1.9
51.0316,-114.0994,1.2,2.3,1.5,0.3,1.5
49.929,-119.4676,0.0,2.4,1.9,2.4,1.8
43.6092,-79.6201,-0.7,2.5,1.2,0.6,1.4
45.3155,-75.837,0.7,1.2,1.4,0.1,1.7
45.352,-75.6421,-0.2,0.6,1.4,-0.1,1.7
46.4918,-80.9955,-0.2,0.2,2.4,2.2,2.2
43.6425,-79.3872,-0.4,2.5,1.0,1.5,2.0
45.3155,-75.837,0.6,2.9,1.7,0.2,1.8
45.3155,-75.837,0.0,2.4,1.0,0.6,1.1
51.0426,-114.0791,-0.1,3.2,2.1,1.7,1.9
45.3155,-75.837,-0.9,2.7,1.6,-0.1,1.8
45.3155,-75.837,1.4,3.5,1.8,0.8,1.4
43.6425,-79.3872,0.4,1.5,1.9,1.5,1.5
43.6713,-79.3412,-0.2,2.0,0.6,0.7,2.2
45.3155,-75.837,1.1,0.6,1.9,2.2,2.0
45.3155,-75.837,0.5,3.4,1.1,0.8,2.2
45.5321,-73.89399999999998,0.3,2.2,2.5,0.7,1.8
43.6425,-79.3872,-0.7,3.5,0.4,0.8,1.3
43.7964,-79.4278,0.4,0.4,-0.6,0.2,1.5
49.146,-121.9435,-0.5,2.1,0.9,0.2,1.7
48.4202,-123.3671,1.4,0.3,0.4,0.4,2.1
45.3155,-75.837,0.9,1.3,1.8,1.6,1.4
45.3155,-75.837,-1.5,0.6,1.7,1.1,1.7
50.4722,-104.6828,-0.6,0.6,1.8,2.1,1.1
50.4722,-104.6828,-0.3,0.4,1.8,1.9,1.1
43.6667,-79.4167,0.3,1.0,0.8,0.9,2.2
43.6618,-79.3847,0.2,1.4,2.3,1.4,1.5
42.3326,-82.8926,0.6,2.0,1.1,1.3,1.0
42.3326,-82.8926,-1.5,0.8,0.9,1.8,1.3
42.3326,-82.8926,0.4,2.4,-0.3,0.0,1.6
53.2027,-105.7503,-1.0,1.5,2.2,1.7,1.6
53.2027,-105.7503,-0.7,2.0,1.7,0.9,1.7
49.2591,-123.0226,-0.4,1.0,1.3,1.4,0.7
43.6425,-79.3872,0.0,1.2,1.2,2.4,1.4
53.519,-113.3216,-1.9,2.3,-0.6,1.3,1.2
53.2165,-114.9893,-0.2,0.5,-0.8,2.6,1.7
43.6425,-79.3872,-0.5,0.5,-0.3,1.3,1.7
53.519,-113.3216,-1.9,2.2,-0.3,1.4,1.2
46.0888,-64.7723,-1.3,1.7,1.7,1.6,0.6
51.0472,-114.0802,-1.4,3.4,1.6,1.8,0.7
43.6425,-79.3872,1.2,2.3,2.1,0.4,1.5
43.6425,-79.3872,-1.3,3.3,1.1,1.5,1.6
50.4896,-104.6694,0.5,1.5,1.6,1.2,1.5
49.25,-122.95,0.6,2.6,1.9,0.7,1.4
43.6425,-79.3872,-0.6,2.7,0.6,0.2,2.2
43.6425,-79.3872,-0.1,2.1,2.4,0.3,1.4
45.02,-75.6456,0.4,0.7,1.1,1.0,1.3
42.9943,-81.2623,-1.0,2.2,1.2,0.9,1.3
43.6,-79.65,0.5,2.8,1.1,0.5,1.9
46.7867,-71.2436,0.1,1.9,1.8,0.1,1.2
43.6425,-79.3872,0.8,0.6,0.6,-0.2,0.8
51.0318,-113.9786,0.8,0.9,0.7,0.1,2.1
49.3271,-123.1578,-1.9,3.2,2.2,1.1,2.1
48.3852,-89.242,0.2,1.1,0.7,1.0,1.4
53.5801,-113.541,-0.7,1.6,2.4,2.2,1.5
43.4487,-80.4849,0.8,0.8,1.0,0.9,0.8
43.6425,-79.3872,-0.3,2.8,1.2,0.3,1.9
43.6526,-79.9281,1.0,1.0,0.7,0.1,1.9
51.0833,-114.0833,0.6,1.7,1.9,1.7,1.8
43.6526,-79.9281,-0.1,1.2,2.4,0.9,1.2
43.6526,-79.9281,0.2,1.5,1.7,0.7,1.1
51.0833,-114.0833,1.6,-0.1,-0.6,-0.1,2.3
49.2334,-122.77,-1.2,3.4,1.5,0.1,1.2
43.6425,-79.3872,1.5,2.4,2.2,-0.4,2.1
43.8759,-79.4381,-0.8,3.0,1.5,1.7,0.2
43.7964,-79.4278,-0.9,2.0,1.4,0.7,1.7
43.8624,-79.9945,-1.2,2.3,2.3,-0.1,0.3
43.6425,-79.3872,1.2,-0.1,2.1,2.3,1.6
45.4167,-75.7,2.0,1.9,2.0,1.6,2.2
45.5148,-73.5739,-0.4,2.4,0.3,0.0,0.5
45.6,-73.5333,0.7,1.0,2.3,1.4,2.3
45.3155,-75.837,-0.8,1.0,1.2,1.9,0.3
43.6526,-79.9281,-0.3,2.0,1.9,1.7,0.4
43.5974,-79.6402,-1.6,3.1,2.1,0.7,1.8
43.6425,-79.3872,-1.4,1.9,0.9,1.9,2.0
42.8853,-79.2517,0.0,3.0,2.3,0.5,1.4
42.8853,-79.2517,-0.1,2.8,1.6,1.1,1.0
42.8853,-79.2517,-0.6,3.0,0.9,0.5,0.6
42.8853,-79.2517,1.0,1.2,0.5,0.9,0.5
42.8853,-79.2517,0.0,1.7,0.8,1.6,1.2
42.8853,-79.2517,0.1,2.9,1.3,0.0,1.0
42.8853,-79.2517,-0.3,2.6,1.9,1.8,1.4
42.8853,-79.2517,0.6,0.9,2.1,0.3,1.2
42.8853,-79.2517,-0.9,2.1,1.5,0.4,1.5
42.8853,-79.2517,-0.1,0.3,1.0,1.6,1.7
42.8853,-79.2517,0.7,2.9,2.2,1.2,0.9
42.8853,-79.2517,-1.3,1.9,0.7,0.2,0.2
43.6667,-79.4167,-0.3,1.3,1.7,1.2,0.9
43.6425,-79.3872,-0.5,1.6,0.8,1.6,1.2
45.6167,-73.75,-1.8,2.3,1.0,0.1,2.1
42.8853,-79.2517,-0.3,2.5,1.6,0.3,1.4
45.3155,-75.837,1.4,1.6,1.2,0.3,2.2
49.146,-121.9435,0.1,1.2,1.3,1.5,1.1
45.3155,-75.837,-0.5,3.6,1.4,2.2,0.5
43.6425,-79.3872,-0.6,1.6,1.0,-0.9,1.8
51.127,-114.0787,-1.6,1.1,0.8,0.7,1.9
43.6392,-79.4058,-0.1,1.6,1.1,1.8,1.1
49.0764,-122.6797,-1.7,2.4,1.4,0.5,2.0
50.45,-104.6167,0.5,0.2,1.5,1.4,2.1
43.6667,-79.4167,0.1,3.5,2.0,2.2,1.6
43.6425,-79.3872,-1.0,1.8,2.1,1.2,1.5
51.0566,-114.1815,0.9,2.9,1.0,1.5,1.0
44.0,-79.4667,0.5,0.1,1.5,1.0,2.0
45.3155,-75.837,0.2,2.7,1.3,0.4,1.0
43.6526,-79.9281,-0.8,2.0,0.8,0.7,1.6
43.6667,-79.4167,0.8,2.2,1.1,-0.2,1.0
45.3155,-75.837,-1.0,1.8,0.5,1.5,2.0
43.6425,-79.3872,-0.4,1.4,1.9,1.2,1.9
43.6667,-79.4167,1.1,2.5,1.8,0.1,2.0
43.6667,-79.4167,-0.8,1.6,1.0,1.8,1.2
49.2667,-122.7833,-0.7,1.7,0.5,2.0,2.1
46.3094,-79.464,1.2,2.0,1.9,-0.1,1.5
45.3155,-75.837,0.0,0.5,1.4,0.7,1.5
45.9535,-66.6704,0.2,1.8,1.4,-0.3,1.1
45.3155,-75.837,0.7,0.9,2.0,1.1,1.6
45.3155,-75.837,-1.4,1.6,1.9,1.1,2.2
43.6425,-79.3872,-0.5,2.5,2.0,0.6,1.6
43.6858,-79.7602,-0.1,1.4,1.3,0.8,1.4
43.6667,-79.4167,-1.7,3.0,2.2,0.2,1.9
45.3155,-75.837,0.4,2.1,1.9,2.2,0.8
45.3155,-75.837,-0.2,1.0,0.3,1.6,1.4
45.3155,-75.837,-0.8,1.5,1.0,2.0,2.1
45.5289,-73.5928,-1.3,0.7,0.4,0.3,1.2
45.3155,-75.837,1.5,1.5,1.4,0.8,2.2
45.4167,-75.7,0.0,1.1,0.9,0.2,1.6
45.3155,-75.837,-0.9,1.5,0.6,1.6,0.9
45.3155,-75.837,0.8,1.2,2.3,0.9,1.4
49.8833,-97.1667,-1.3,1.0,1.3,1.5,1.3
45.3155,-75.837,-1.0,2.4,1.8,1.5,1.6
49.2446,-68.1442,-1.2,3.1,0.9,2.0,1.6
45.3155,-75.837,-1.3,2.3,1.3,1.8,2.0
43.6425,-79.3872,-0.7,2.6,1.1,0.8,1.8
45.3353,-75.7209,-1.7,1.7,1.1,0.4,2.2
43.6425,-79.3872,-0.7,2.5,1.1,0.4,2.0
43.6772,-79.5894,2.0,3.8,2.6,0.2,2.2
45.4127,-75.6742,0.6,2.6,2.6,1.8,1.0
48.3775,-89.2704,-0.1,2.8,1.2,0.1,1.0
43.6425,-79.3872,0.9,0.9,1.9,1.8,2.0
43.6441,-79.3801,-0.8,0.6,0.3,1.1,2.0
45.3155,-75.837,0.3,2.4,1.3,1.2,0.8
43.6425,-79.3872,0.4,1.7,1.1,1.3,1.4
43.6425,-79.3872,1.6,1.0,1.9,1.1,1.9
43.8624,-79.9945,0.5,2.0,0.4,1.6,1.4
49.3042,-123.0651,-1.0,2.0,0.2,2.2,2.1
49.2836,-123.1041,0.8,2.4,1.8,1.7,1.2
44.1545,-78.4603,-1.2,2.8,0.2,0.3,1.7
43.6425,-79.3872,-0.4,2.7,1.6,1.5,1.2
43.6425,-79.3872,0.3,2.3,1.6,1.4,1.3
43.2561,-79.8575,-0.4,2.2,2.6,2.6,2.6
44.64100000000001,-63.5682,-0.3,1.1,-0.5,-0.4,2.2
53.5248,-113.5334,1.4,0.9,1.6,1.1,1.8
45.65,-73.4833,0.4,1.8,1.9,2.0,1.6
43.707,-80.3777,0.2,1.6,1.7,1.2,1.8
43.25,-79.0667,0.2,0.2,2.5,0.6,2.1
42.9333,-80.2833,0.9,1.4,1.3,1.1,1.9
44.0,-79.4667,0.2,2.1,0.5,0.3,0.3
43.6425,-79.3872,-1.0,0.5,2.2,1.4,1.8
50.2158,-119.2709,-0.4,1.9,0.2,1.0,1.3
43.8777,-79.4359,-0.6,2.4,0.1,2.1,2.0
43.6667,-79.4167,0.3,2.4,1.8,1.0,1.3
48.4488,-123.3501,-0.5,1.8,1.9,-0.8,1.6
43.6565,-79.4079,0.7,0.8,1.5,2.0,1.6
43.6425,-79.3872,0.2,2.9,0.0,2.1,-0.5
50.9604,-114.1001,1.1,2.3,1.4,0.5,1.7
43.6425,-79.3872,-1.2,0.8,1.5,1.4,1.8
45.3523,-75.6512,0.0,0.8,1.2,1.9,1.9
45.3523,-75.6512,0.5,0.1,2.3,2.5,2.6
49.2796,-122.8105,-0.1,1.3,1.6,0.9,1.0
43.7358,-79.328,-0.7,1.9,0.9,0.7,2.0
43.6425,-79.3872,2.0,1.9,0.7,0.1,1.9
43.6858,-79.7602,-1.7,1.7,0.6,0.7,0.7
43.6053,-79.5201,1.7,0.6,1.1,0.3,1.5
43.6425,-79.3872,0.9,2.7,1.5,1.7,1.7
43.7496,-79.4886,1.9,0.9,2.0,1.9,1.7
45.3155,-75.837,1.5,2.6,2.1,0.6,1.4
43.6425,-79.3872,-0.1,2.9,1.8,1.7,1.7
43.8603,-79.0434,0.5,1.4,2.3,1.1,0.7
43.854,-79.0202,-0.2,2.1,1.2,1.4,0.8
43.6667,-79.4167,-0.8,2.0,1.4,0.5,0.8
43.6667,-79.4167,0.7,0.9,2.3,1.1,1.6
45.3155,-75.837,0.9,3.4,2.5,0.9,2.2
43.8087,-79.1307,-0.3,2.0,0.4,0.3,0.7
43.6425,-79.3872,0.3,1.4,2.1,0.5,2.1
52.9833,-122.4833,0.4,2.4,1.7,1.0,1.5
43.6425,-79.3872,-0.2,3.1,1.1,1.7,0.5
43.6425,-79.3872,0.2,2.7,0.9,1.5,0.6
43.6425,-79.3872,-1.8,2.6,1.0,1.0,0.8
45.5298,-73.6153,0.1,3.4,1.4,1.5,1.1
45.3155,-75.837,0.8,2.7,0.9,-0.1,2.1
43.7886,-79.5919,-0.2,1.9,1.2,1.8,1.7
45.3155,-75.837,-1.0,1.1,1.8,2.1,1.1
43.6425,-79.3872,-0.4,0.7,1.2,-0.3,1.6
43.6425,-79.3872,-1.2,3.5,1.7,-0.1,0.9
43.6425,-79.3872,-0.6,1.8,1.1,0.9,2.0
53.4154,-113.4917,-0.8,1.2,1.2,0.3,1.5
43.6425,-79.3872,-1.8,2.9,1.7,1.2,1.8
43.6667,-79.4167,-0.5,2.3,0.2,-0.5,1.4
43.7074,-79.7853,0.7,0.5,1.1,0.9,1.4
43.6425,-79.3872,-0.8,1.2,1.7,2.2,1.6
43.6425,-79.3872,-0.8,1.8,0.1,-0.6,1.0
43.6425,-79.3872,1.2,1.7,1.1,0.9,1.4
43.6425,-79.3872,1.0,0.8,2.0,2.5,1.9
43.6425,-79.3872,0.7,2.4,2.3,0.4,1.7
49.0764,-122.6797,0.3,1.6,0.6,1.5,1.6
45.0467,-64.3502,-1.3,3.2,1.9,0.8,2.0
43.6425,-79.3872,1.4,2.1,1.8,1.9,2.2
45.3155,-75.837,0.8,1.2,2.3,2.0,2.1
48.4099,-71.1961,0.2,3.1,1.2,0.8,2.0
43.4543,-79.6921,-0.6,3.2,1.7,0.7,0.4
43.4543,-79.6921,0.3,1.2,1.0,1.9,1.4
43.4543,-79.6921,0.2,2.9,2.1,1.6,1.7
43.4543,-79.6921,1.3,0.4,1.4,1.5,0.8
43.4543,-79.6921,-0.5,1.9,1.4,1.7,1.7
43.4543,-79.6921,-0.4,2.8,2.0,0.8,0.6
43.4543,-79.6921,1.3,2.9,2.3,0.4,1.0
43.4543,-79.6921,-1.2,3.2,2.0,0.0,0.6
43.4543,-79.6921,0.1,2.1,1.1,0.3,1.6
43.4543,-79.6921,0.6,2.3,1.2,1.0,0.9
43.4543,-79.6921,-0.6,2.6,0.7,1.9,0.7
43.4543,-79.6921,-0.4,2.8,1.3,1.8,1.2
43.4543,-79.6921,0.3,1.3,1.5,1.4,1.1
43.4543,-79.6921,0.2,2.4,1.4,0.8,2.0
43.4543,-79.6921,0.2,2.2,1.4,0.6,1.6
43.4543,-79.6921,0.2,1.7,1.1,0.8,1.5
43.4543,-79.6921,-0.9,2.0,0.9,0.4,1.2
43.4543,-79.6921,0.7,1.0,2.0,0.4,1.8
43.4543,-79.6921,0.2,2.2,1.0,2.0,1.2
43.6425,-79.3872,-0.6,1.4,-0.5,1.8,1.6
43.4543,-79.6921,1.0,1.6,1.7,1.9,1.8
43.6425,-79.3872,-0.3,2.0,0.7,1.2,1.6
43.6667,-79.4167,0.4,2.5,1.5,-0.3,1.3
43.6425,-79.3872,-0.1,3.0,-0.7,1.5,0.6
49.9167,-57.9,0.4,1.4,1.5,0.2,1.6
46.22,-63.1,1.3,1.6,2.3,1.1,2.0
49.2661,-123.1276,-1.0,1.8,1.4,0.9,1.5
43.6667,-79.4167,0.8,2.9,2.2,0.2,1.6
49.2836,-123.1041,1.2,1.0,1.6,1.1,0.2
49.2836,-123.1041,0.0,2.3,0.7,0.7,1.3
45.3155,-75.837,1.2,2.5,2.2,-0.2,1.6
43.6667,-79.4167,0.9,2.2,0.6,0.4,1.3
43.6425,-79.3872,0.5,0.3,2.0,1.8,2.3
43.6425,-79.3872,1.6,1.0,1.6,0.2,1.8
43.649,-79.3784,0.6,1.6,1.8,2.1,1.9
45.3155,-75.837,-0.9,2.0,1.6,0.2,2.1
42.9793,-81.2556,0.9,1.2,0.8,0.7,1.5
45.3137,-73.7453,-0.7,1.2,0.2,0.1,1.1
49.2836,-123.1041,-0.6,1.0,1.5,0.9,0.4
44.231,-76.4791,-0.6,3.1,1.5,1.5,1.7
44.058,-79.4526,1.0,1.6,1.5,-0.5,-0.4
44.231,-76.4791,0.4,3.5,1.0,0.5,1.2
44.231,-76.4791,1.3,2.4,1.6,0.6,1.8
44.231,-76.4791,0.3,1.9,2.0,1.0,1.6
44.231,-76.4791,-1.1,3.1,0.8,0.1,1.3
44.231,-76.4791,1.3,1.3,2.1,2.2,1.3
44.231,-76.4791,0.5,1.5,1.9,0.8,0.2
49.0764,-122.6797,-0.7,1.6,1.4,1.1,1.9
62.45,-114.35,0.0,2.2,1.5,1.8,2.0
44.231,-76.4791,-1.4,2.1,1.5,1.6,2.1
45.4333,-73.1667,-0.9,0.7,1.2,0.4,1.7
49.6,-97.3167,-1.4,2.6,1.2,1.2,0.7
43.6667,-79.4167,1.4,0.4,1.4,0.8,2.2
49.3167,-123.0667,1.2,1.1,0.6,0.0,2.2
48.471,-123.3438,-1.3,2.6,1.6,1.2,1.1
51.0833,-114.0833,0.3,2.2,2.3,1.2,2.0
44.5667,-80.85,-0.4,2.1,2.2,2.1,2.1
49.2836,-123.1041,-0.1,3.0,1.6,0.4,2.1
52.1542,-106.6415,0.5,1.1,0.3,2.1,1.6
43.6425,-79.3872,-0.2,0.8,1.4,0.7,2.1
45.3155,-75.837,-0.8,3.2,2.1,1.5,2.2
49.2857,-123.1142,0.7,0.9,0.8,2.1,1.6
43.6425,-79.3872,1.2,0.8,1.9,-0.2,1.6
49.2857,-123.1142,1.4,0.6,1.3,2.3,1.0
43.7685,-79.3584,-0.6,0.6,1.5,1.1,1.1
43.6425,-79.3872,-0.8,1.9,1.4,1.2,0.7
53.55,-113.5,1.0,1.8,1.0,0.2,1.9
46.05,-73.1167,-0.9,2.0,0.7,1.5,0.7
49.25,-122.5,0.0,2.5,1.4,0.2,0.9
43.6425,-79.3872,-1.5,2.8,2.0,2.0,1.9
43.4427,-79.6664,-0.5,0.2,1.1,2.1,2.1
45.5284,-73.5246,1.8,1.5,1.9,1.1,1.8
43.6088,-79.5574,-1.5,3.8,1.4,-0.2,1.5
49.5167,-96.6833,-0.5,1.4,1.3,0.8,0.9
43.784,-79.4263,-0.4,1.5,1.2,1.5,1.8
50.02,-119.41,0.1,2.6,1.1,0.8,1.5
54.3146,-130.3413,0.3,1.9,2.1,1.1,1.5
49.8833,-97.1667,-1.9,2.9,1.3,0.6,2.0
43.6425,-79.3872,0.7,1.2,2.2,0.4,1.7
45.3155,-75.837,0.7,1.8,1.8,2.1,1.8
49.4833,-117.2833,1.5,2.9,2.6,1.0,2.1
45.3155,-75.837,-0.7,2.2,1.3,0.9,1.9
44.3891,-79.6901,-1.2,0.6,-0.7,0.3,2.0
53.6333,-113.6333,0.8,0.9,1.5,0.8,1.2
43.6425,-79.3872,-1.7,2.1,0.2,0.3,1.2
43.5892,-79.7239,-0.5,1.3,0.3,0.8,1.4
42.5984,-82.3916,2.0,-0.2,2.5,2.2,1.1
43.6425,-79.3872,-0.1,2.2,1.6,2.1,1.6
50.02,-119.41,0.1,1.7,0.6,0.7,1.5
50.4399,-104.574,-1.2,2.8,1.1,0.9,1.6
45.3155,-75.837,-1.3,2.8,1.0,-0.7,0.2
49.1641,-122.8193,0.0,1.9,1.6,1.7,1.7
43.6667,-79.4167,-0.5,0.9,1.0,-0.1,1.8
45.4129,-75.6901,-0.5,2.7,2.0,0.3,1.5
49.2846,-122.9914,-0.9,1.2,2.3,-0.7,2.0
43.6748,-79.2764,-1.1,0.6,1.0,1.1,1.4
43.1667,-79.2333,-1.3,1.6,1.4,0.5,1.5
44.2322,-76.4799,-0.8,2.8,0.9,-0.1,0.0
43.4543,-79.6921,-1.2,2.4,1.7,-0.1,1.9
43.4543,-79.6921,1.8,2.2,0.4,-0.3,0.7
53.2667,-113.5333,-1.4,2.1,1.9,1.9,2.2
43.6425,-79.3872,1.4,0.6,1.2,2.6,1.4
47.5736,-52.7083,-0.7,1.7,1.6,0.9,1.7
43.6425,-79.3872,0.2,1.4,1.8,1.7,1.5
43.6425,-79.3872,0.7,2.2,2.0,1.4,0.9
44.6224,-63.5736,-0.1,1.7,2.0,0.3,2.3
43.6425,-79.3872,0.9,1.7,1.6,1.3,2.2
45.422,-75.6303,-0.3,2.4,1.4,1.2,2.0
45.3155,-75.837,-0.1,3.2,1.6,1.3,1.7
49.5031,-119.5905,0.6,1.1,1.5,1.3,1.3
49.2836,-123.1041,0.0,0.5,1.5,1.3,1.0
45.5,-73.5833,-0.9,2.2,0.8,1.4,1.5
43.6667,-79.4167,-0.6,0.5,1.2,0.1,1.9
49.2765,-123.2177,-0.7,2.5,2.2,1.0,2.0
42.9799,-81.2609,-1.4,1.2,1.8,0.5,2.1
45.3155,-75.837,1.6,1.4,1.5,1.9,1.6
43.6536,-79.4258,0.4,2.1,-0.1,1.3,2.0
43.6425,-79.3872,1.9,0.2,0.8,1.3,1.7
43.6425,-79.3872,1.9,0.2,1.3,1.3,1.7
43.6425,-79.3872,0.9,2.2,0.9,0.3,1.1
45.3155,-75.837,-0.6,0.8,1.0,2.2,1.9
42.3326,-82.8926,0.5,1.2,1.2,1.7,0.9
52.1261,-106.6985,-1.0,2.5,0.0,1.2,1.2
42.9743,-81.1946,1.2,0.8,-0.4,0.8,-0.7
45.3155,-75.837,-0.8,2.9,0.4,-0.6,1.9
49.2733,-122.7965,-1.3,2.2,1.2,0.7,1.1
43.8759,-79.4381,1.1,2.6,1.7,1.6,1.3
50.9878,-114.0001,0.1,1.0,2.4,-0.4,1.4
45.5155,-73.6292,-0.4,0.9,-1.0,-0.8,2.2
49.2393,-123.0729,-0.7,0.8,1.2,0.7,2.3
44.65,-63.6,-0.4,2.2,2.2,1.6,1.1
46.5,-80.9667,-0.6,2.3,1.7,-0.1,1.5
43.6425,-79.3872,-1.1,1.9,0.1,0.2,2.2
48.1167,-77.7667,-0.9,1.5,0.3,1.2,1.3
43.6565,-79.4079,-0.5,2.8,1.2,1.5,0.7
43.6667,-79.4167,-1.5,1.3,-0.2,1.8,1.5
43.6667,-79.4167,0.2,1.6,1.2,0.7,1.8
43.2604,-79.8961,0.8,2.3,1.1,-1.0,2.0
43.6425,-79.3872,0.2,0.5,1.7,0.7,1.8
43.6425,-79.3872,-1.0,1.0,0.8,0.9,2.0
43.6425,-79.3872,-1.6,0.7,0.3,2.1,1.6
49.2661,-123.1276,0.6,1.3,1.2,1.7,0.5
45.3155,-75.837,0.1,2.9,1.1,-0.2,1.0
45.3155,-75.837,-2.0,3.3,0.2,0.1,0.0
45.3155,-75.837,1.0,0.3,1.9,0.5,1.9
45.3155,-75.837,-2.0,3.0,-0.9,0.1,-0.2
45.3155,-75.837,-2.0,1.3,2.2,2.0,1.0
45.3155,-75.837,0.6,1.7,2.4,1.1,1.0
43.6425,-79.3872,0.7,2.7,-1.1,0.0,1.6
43.6619,-79.3952,0.7,1.1,1.3,-0.6,1.7
43.2574,-79.8676,0.5,1.4,1.9,0.8,2.1
46.6318,-81.0147,-0.9,3.5,2.2,0.3,2.0
45.3155,-75.837,0.7,2.9,1.8,0.7,1.4
45.3155,-75.837,0.0,1.4,1.3,1.1,1.3
43.6425,-79.3872,0.8,3.8,1.9,0.8,0.6
43.8719,-78.9378,0.2,2.2,1.2,1.2,1.6
47.4883,-64.9189,0.2,0.6,0.1,1.0,2.0
44.1106,-77.5569,0.2,0.0,1.5,1.5,1.2
43.2566,-79.8683,-0.4,1.5,0.5,1.8,2.1
43.6425,-79.3872,-1.1,2.0,1.5,1.6,1.2
43.6092,-79.6201,-0.6,2.1,1.2,0.9,1.0
46.2167,-79.3667,0.5,1.7,2.2,1.3,1.8
43.6815,-79.4668,-0.3,0.7,1.3,1.4,1.9
45.3155,-75.837,0.8,1.8,2.1,0.1,1.5
49.1636,-122.7677,-0.2,1.7,1.9,1.3,1.5
43.6425,-79.3872,0.1,2.1,2.6,0.8,1.9
45.3155,-75.837,-1.1,1.8,1.2,0.9,0.9
53.55,-113.5,-0.3,2.2,1.2,0.0,1.4
53.55,-113.5,0.9,2.8,1.6,0.7,1.5
43.7719,-79.3213,1.0,1.4,1.3,-0.4,1.3
43.7685,-79.3584,-0.3,2.4,1.7,1.2,1.8
45.3155,-75.837,-0.7,1.0,1.8,1.6,0.4
49.2814,-123.12,0.5,1.3,1.6,1.7,1.1
49.2836,-123.1041,-0.9,2.9,1.5,0.0,2.1
43.9667,-79.25,0.0,2.1,1.8,-0.4,1.8
43.6667,-79.4167,-0.2,1.2,1.8,2.1,0.9
