,EXT,EST,AGR,CSN,OPN,Clusters,lat,long
47032,-0.8,2.1,0.3,1.6,2.1,3,45.6098,-74.6101
47033,-1.1,1.7,1.6,2.1,1.0,0,43.4067,-80.3037
47034,-0.6,2.6,1.4,1.5,2.1,0,43.6425,-79.3872
47035,0.7,1.2,1.6,0.5,1.6,1,44.3,-77.55
47036,-0.5,2.6,1.1,-0.5,0.8,2,45.4167,-75.7
47037,1.4,1.7,1.3,0.4,0.9,1,49.2836,-123.1041
47038,0.7,1.9,1.3,0.6,0.8,1,48.4337,-71.0225
47039,-1.0,2.4,1.9,0.7,1.3,2,43.3503,-79.8117
47040,0.2,2.0,1.7,0.9,0.8,4,45.4167,-75.7
47041,-1.0,1.7,2.1,0.3,1.8,0,45.4167,-75.7
47042,-0.5,2.3,1.3,0.2,0.8,2,50.2206,-66.3581
47043,0.0,3.0,1.0,1.0,1.0,2,45.4167,-75.7
47044,2.0,3.6,2.1,-0.2,0.4,4,45.4127,-75.6742
47045,0.1,1.3,1.2,1.1,1.3,1,45.4167,-75.7
47046,-1.3,3.1,2.1,0.3,1.8,2,45.4167,-75.7
47047,-1.6,2.5,2.1,1.1,1.1,0,43.4529,-80.5281
47048,-0.1,2.1,1.6,0.1,1.6,1,43.6425,-79.3872
47049,0.5,1.1,1.7,-0.1,1.4,1,43.6425,-79.3872
47050,1.1,1.6,1.8,1.6,0.9,5,43.6425,-79.3872
47051,-1.8,2.4,1.8,2.0,1.8,0,43.6425,-79.3872
47052,0.5,2.4,1.6,0.4,1.5,4,43.6425,-79.3872
47053,1.0,2.0,1.1,1.4,0.9,4,43.6425,-79.3872
47054,1.2,2.8,2.1,2.1,1.6,4,42.3039,-83.0308
47055,0.7,0.8,2.2,1.3,2.2,5,44.6224,-63.5736
47056,-1.1,3.7,2.2,0.1,2.2,2,44.231,-76.4791
47057,0.2,1.3,1.5,0.2,1.8,1,43.6425,-79.3872
47058,1.4,1.8,1.4,2.2,0.2,5,43.4529,-80.5281
47059,-0.9,1.5,1.3,2.3,0.9,0,43.4529,-80.5281
47060,-1.9,2.2,2.0,0.8,2.0,0,45.5,-73.5833
47061,-0.3,1.8,1.8,1.7,2.2,0,43.4529,-80.5281
47062,1.1,2.4,2.1,1.4,2.2,4,43.4529,-80.5281
47063,-0.8,1.8,1.7,1.9,2.1,0,43.4529,-80.5281
47064,-1.2,1.6,1.1,1.2,0.5,3,43.4529,-80.5281
47065,0.2,0.9,1.9,1.3,1.8,5,43.4529,-80.5281
47066,0.5,1.7,1.9,0.6,1.1,1,43.4529,-80.5281
47067,1.1,1.4,1.4,-0.1,2.0,1,43.4529,-80.5281
47068,0.9,0.7,1.9,0.5,1.4,1,43.4529,-80.5281
47069,-0.9,3.7,2.5,0.1,2.2,2,44.231,-76.4791
47070,-0.3,2.2,2.0,2.1,1.4,0,43.6667,-79.4167
47071,1.4,1.4,1.9,0.5,1.4,1,43.6667,-79.4167
47072,0.3,0.3,1.3,1.9,1.8,5,45.3155,-75.837
47073,1.0,1.5,2.1,1.5,1.6,5,43.7103,-79.4714
47074,1.6,2.1,1.6,1.8,1.9,5,49.2358,-122.8693
47075,1.0,2.4,2.3,0.3,1.5,4,45.3155,-75.837
47076,-0.4,3.6,1.5,0.8,2.2,2,45.3155,-75.837
47077,1.3,1.2,2.6,0.9,2.3,5,43.4529,-80.5281
47078,-1.1,3.1,1.6,0.1,1.0,2,42.9943,-81.2623
47079,0.0,1.7,-0.4,0.9,-0.3,3,53.555,-113.4822
47080,0.9,1.8,2.0,2.1,1.9,5,43.4529,-80.5281
47081,-1.9,2.1,1.7,1.1,1.0,0,43.5974,-79.6402
47082,0.0,1.7,1.6,1.3,1.2,0,52.1131,-106.622
47083,1.5,2.0,2.4,1.1,0.5,4,45.3155,-75.837
47084,0.9,2.4,1.7,2.4,1.6,4,43.6667,-79.4167
47085,-0.4,1.3,2.0,1.0,1.0,0,44.231,-76.4791
47086,0.3,1.5,0.7,0.7,0.5,1,53.555,-113.4822
47087,-0.4,2.6,1.7,1.0,1.6,0,49.8663,-97.1639
47088,1.1,1.7,1.8,0.2,1.5,1,51.0696,-114.0862
47089,1.2,1.5,1.9,1.5,0.4,5,49.929,-119.4676
47090,-1.0,1.5,0.0,1.1,0.6,3,46.1134,-71.3108
47091,0.1,0.7,1.6,-0.1,1.2,1,49.2816,-123.1247
47092,0.9,0.3,1.0,-0.1,1.9,1,43.25,-79.0667
47093,-0.3,1.7,1.5,1.3,1.0,0,47.7879,-64.9508
47094,0.1,2.8,1.4,0.4,1.0,4,45.3155,-75.837
47095,1.0,0.1,1.5,2.5,1.8,5,49.15,-123.9167
47096,-0.8,2.1,-0.3,2.2,0.7,3,49.7667,-119.75
47097,-1.0,1.3,1.6,1.4,0.6,0,51.1147,-114.1796
47098,-0.5,2.8,1.5,0.4,2.0,2,43.6619,-79.3952
47099,0.2,2.9,1.4,1.6,0.3,4,43.6425,-79.3872
47100,-1.3,1.6,1.6,0.8,1.1,0,49.842,-119.4903
47101,-1.9,1.2,1.5,1.4,0.8,0,43.6425,-79.3872
47102,0.4,2.4,2.5,1.1,1.9,4,43.2698,-79.955
47103,0.5,2.1,1.9,2.2,0.8,0,43.6425,-79.3872
47104,-0.5,2.3,1.3,0.7,1.0,2,43.6425,-79.3872
47105,0.6,2.0,1.9,1.1,1.0,4,43.6858,-79.7602
47106,1.8,1.9,2.3,1.4,1.6,5,44.231,-76.4791
47107,-0.2,1.1,1.6,1.1,1.6,0,43.6425,-79.3872
47108,-1.2,2.2,1.5,0.0,1.1,2,43.6425,-79.3872
47109,0.3,1.3,2.0,1.5,2.1,5,43.6667,-79.4167
47110,0.7,2.5,1.2,0.5,1.7,4,43.6618,-79.3847
47111,1.6,2.2,2.5,1.1,2.2,4,44.231,-76.4791
47112,-0.1,1.2,1.7,0.9,1.1,1,44.6224,-63.5736
47113,0.4,1.3,1.3,1.5,1.2,5,44.6224,-63.5736
47114,0.1,1.3,0.5,1.2,0.8,3,44.6224,-63.5736
47115,-0.8,1.6,1.6,1.8,2.2,0,43.6425,-79.3872
47116,0.4,2.3,2.0,1.6,1.6,4,49.2869,-122.958
47117,0.8,1.9,2.3,2.3,1.7,5,45.3155,-75.837
47118,0.4,1.9,1.7,1.1,1.6,4,42.8858,-81.0878
47119,-0.7,1.3,2.0,0.1,2.1,1,43.6425,-79.3872
47120,-0.5,1.8,1.6,2.2,0.7,0,45.3155,-75.837
47121,0.7,1.2,2.3,0.5,1.7,1,45.3155,-75.837
47122,0.4,0.5,2.3,2.3,1.7,5,42.9793,-81.2556
47123,-0.2,2.2,2.5,1.0,2.0,0,50.2158,-119.2709
47124,-0.3,2.5,1.6,1.4,1.6,0,43.2604,-79.8961
47125,0.3,0.2,1.5,1.4,2.1,5,45.5833,-62.6333
47126,0.7,2.9,2.0,2.3,1.5,4,44.2507,-76.5828
47127,1.1,2.9,1.4,2.0,0.9,4,49.35,-124.45
47128,-0.6,1.9,0.4,1.9,0.4,3,43.6619,-79.3952
47129,-0.8,1.6,1.1,0.7,1.1,3,43.6425,-79.3872
47130,0.0,1.3,2.1,0.2,1.8,1,52.1261,-106.6985
47131,-0.8,2.8,0.1,-0.2,1.2,2,43.6667,-79.4167
47132,0.2,2.5,1.4,1.1,2.1,4,43.6667,-79.4167
47133,-0.2,2.2,0.9,1.4,1.3,0,45.42,-73.64
47134,-0.8,1.1,1.2,2.1,0.5,0,43.6425,-79.3872
47135,1.2,1.0,2.3,1.2,2.0,5,54.7667,-127.1667
47136,-1.5,1.4,1.9,2.4,1.8,0,45.42,-73.64
47137,-1.3,2.8,1.1,0.6,2.1,2,49.84,-119.61
47138,-1.5,1.3,2.5,1.3,2.3,0,45.4301,-71.8901
47139,0.1,1.3,1.3,1.3,1.7,1,53.4154,-113.4917
47140,1.2,1.6,1.9,-0.1,1.6,1,45.9535,-66.6704
47141,0.6,1.1,2.1,1.6,2.2,5,42.8376,-80.3073
47142,-0.1,2.5,1.8,1.7,2.2,0,43.2604,-79.8961
47143,-1.0,3.1,1.1,0.4,1.4,2,43.6425,-79.3872
47144,-1.5,1.7,0.1,2.3,1.2,3,45.3155,-75.837
47145,-0.2,0.5,2.1,2.0,1.8,5,45.4129,-75.6901
47146,-1.8,2.3,1.6,0.3,2.1,2,44.231,-76.4791
47147,0.2,1.3,0.1,1.5,1.6,3,43.6425,-79.3872
47148,1.4,1.1,1.1,1.5,1.8,5,43.6425,-79.3872
47149,-1.6,3.6,1.6,-0.5,0.6,2,43.6369,-79.3505
47150,0.1,1.2,1.4,-0.1,2.2,1,43.6425,-79.3872
47151,-0.4,1.8,1.1,1.2,1.2,0,43.6425,-79.3872
47152,-0.6,1.7,2.3,1.4,2.0,0,44.6617,-63.6291
47153,1.2,1.3,1.6,1.2,1.9,5,45.3155,-75.837
47154,0.2,1.3,2.2,1.0,1.4,5,45.4167,-75.7
47155,1.4,0.7,1.9,0.6,1.3,5,43.6425,-79.3872
47156,-0.1,2.3,1.7,1.5,2.2,0,43.6425,-79.3872
47157,-0.4,2.5,0.2,2.6,1.4,3,49.1641,-122.8193
47158,-1.0,2.1,1.6,0.7,0.4,2,49.25,-123.1333
47159,-0.7,1.5,1.1,0.8,1.4,3,43.6441,-79.3801
47160,-0.8,1.8,2.0,1.1,1.2,0,43.6425,-79.3872
47161,-1.7,2.3,1.0,0.7,0.1,2,49.0992,-122.8691
47162,-0.2,2.2,2.1,0.9,1.4,0,49.0992,-122.8691
47163,-0.1,1.8,1.8,0.6,1.9,1,49.0992,-122.8691
47164,0.2,1.6,2.4,2.5,1.5,5,49.0992,-122.8691
47165,-1.6,3.0,0.0,-0.5,0.5,2,49.0992,-122.8691
47166,1.2,0.5,2.1,1.9,2.1,5,49.0992,-122.8691
47167,0.0,1.4,0.9,0.2,0.5,1,49.0992,-122.8691
47168,0.4,2.4,1.3,0.9,1.0,4,49.0992,-122.8691
47169,-0.4,2.3,1.6,2.0,1.5,0,49.0992,-122.8691
47170,1.0,2.1,1.6,1.1,1.1,4,49.0992,-122.8691
47171,0.4,1.1,1.9,0.7,1.3,1,49.0992,-122.8691
47172,0.4,0.9,1.9,2.4,1.7,5,49.0992,-122.8691
47173,0.4,1.7,2.1,1.8,1.5,5,49.0992,-122.8691
47174,-0.7,2.4,1.0,0.8,0.7,2,49.0992,-122.8691
47175,0.8,2.8,1.7,1.0,0.9,4,49.0992,-122.8691
47176,-0.3,1.7,1.0,1.9,1.1,0,49.0992,-122.8691
47177,1.3,3.1,2.6,0.4,1.5,4,49.0992,-122.8691
47178,1.1,3.3,1.3,0.3,-0.6,4,49.0992,-122.8691
47179,0.8,0.2,2.4,0.9,1.5,5,49.0992,-122.8691
47180,0.9,1.8,1.8,2.3,2.2,5,45.4167,-75.7
47181,-0.5,2.1,1.9,1.7,0.8,0,43.6425,-79.3872
47182,1.8,1.0,2.5,1.6,2.1,5,45.3155,-75.837
47183,-2.0,3.3,-0.1,-0.5,-0.3,2,48.9654,-57.9225
47184,0.1,0.7,1.8,0.6,1.1,1,49.7497,-123.136
47185,1.1,0.8,1.6,1.0,0.9,5,45.3155,-75.837
47186,0.0,0.9,0.6,0.9,1.2,1,45.3155,-75.837
47187,0.6,2.6,0.7,0.7,1.8,4,43.6667,-79.4167
47188,-1.2,2.3,1.5,-0.2,1.0,2,49.819,-97.0926
47189,-0.2,1.2,1.1,1.8,1.5,0,43.6,-79.65
47190,-0.1,1.7,1.6,1.3,1.4,0,43.6425,-79.3872
47191,-1.7,2.0,2.5,1.6,1.2,0,45.42,-73.64
47192,0.1,1.5,2.4,2.0,2.1,5,45.42,-73.64
47193,-0.1,1.4,2.2,0.7,2.2,1,45.42,-73.64
47194,1.5,2.3,1.6,0.4,1.2,4,49.1173,-122.8234
47195,-1.5,2.6,1.2,1.8,1.6,0,42.9793,-81.2556
47196,-0.8,2.4,1.4,1.3,1.8,0,53.7167,-113.2
47197,-1.9,2.2,0.0,0.9,-0.4,3,49.1173,-122.8234
47198,-0.1,0.7,1.6,1.4,1.1,5,50.55,-119.1333
47199,-0.4,2.4,1.5,0.6,1.0,2,43.6425,-79.3872
47200,0.6,1.7,2.1,1.0,1.9,5,43.6425,-79.3872
47201,-0.5,1.6,1.4,0.2,2.0,1,43.6425,-79.3872
47202,0.9,2.8,2.6,2.4,2.0,4,43.6425,-79.3872
47203,0.0,2.2,0.7,0.5,1.0,2,45.4,-75.7235
47204,0.1,1.4,1.4,1.7,2.0,5,43.6425,-79.3872
47205,0.0,1.7,0.1,1.6,2.1,3,43.6425,-79.3872
47206,1.8,0.4,2.2,0.5,2.0,5,47.5167,-52.7833
47207,0.6,2.3,0.6,0.9,1.8,4,43.8667,-79.0333
47208,0.3,1.1,2.0,1.6,1.2,5,44.2507,-76.5828
47209,-1.1,1.1,2.2,2.0,1.9,0,43.6425,-79.3872
47210,-0.4,0.9,1.7,1.3,0.9,0,49.929,-119.4676
47211,-1.6,2.1,1.3,0.7,0.9,2,45.3155,-75.837
47212,0.2,2.7,1.6,1.1,1.2,4,49.929,-119.4676
47213,-0.9,1.4,1.8,1.3,2.0,0,45.3155,-75.837
47214,-0.3,2.1,0.8,1.5,1.3,0,43.6425,-79.3872
47215,-0.1,3.0,1.3,0.3,0.5,2,44.231,-76.4791
47216,-1.8,3.2,0.0,1.4,1.4,2,46.05,-73.1167
47217,-0.6,2.8,1.3,1.0,0.9,2,44.2274,-76.5134
47218,-0.3,2.6,1.4,0.7,0.8,2,44.2274,-76.5134
47219,-1.4,3.3,2.1,1.6,0.8,2,43.6425,-79.3872
47220,1.2,0.2,2.3,0.8,1.6,5,44.2322,-76.4799
47221,0.7,0.9,1.8,1.3,1.8,5,43.6425,-79.3872
47222,-1.4,1.8,1.1,0.7,1.4,2,43.6425,-79.3872
47223,-0.5,3.1,0.6,0.6,1.4,2,53.555,-113.4822
47224,0.3,-0.2,1.4,1.7,1.1,5,45.3155,-75.837
47225,0.5,3.2,1.3,0.7,1.8,4,43.6619,-79.3952
47226,0.9,1.4,1.9,1.9,1.4,5,43.6619,-79.3952
47227,-1.4,1.5,-0.3,1.7,1.3,3,43.6088,-79.5574
47228,-0.2,1.6,2.1,1.0,1.6,0,43.4497,-80.4893
47229,-0.5,2.4,1.0,1.0,0.7,2,43.6425,-79.3872
47230,-0.2,1.4,2.0,1.9,2.3,0,53.9103,-122.7835
47231,-1.1,3.0,2.1,0.7,1.7,2,45.3155,-75.837
47232,1.3,2.7,1.6,0.7,1.4,4,45.5,-73.5833
47233,-0.5,1.9,1.1,1.7,1.0,0,45.3155,-75.837
47234,0.3,1.8,1.9,0.9,1.2,4,53.9103,-122.7835
47235,-0.9,2.1,2.0,2.1,1.0,0,45.4127,-75.6742
47236,-0.1,2.8,0.5,1.5,1.7,2,44.6514,-63.5818
47237,-1.4,2.3,1.9,0.8,1.8,0,43.6358,-79.4668
47238,-0.3,1.4,2.1,1.8,0.8,0,43.6358,-79.4668
47239,0.0,2.0,2.2,1.4,1.3,0,45.3155,-75.837
47240,-0.7,1.0,2.1,1.1,1.3,0,45.3155,-75.837
47241,-0.1,1.6,0.4,2.0,1.9,3,51.0833,-114.0833
47242,-1.2,2.5,2.1,1.4,0.6,0,45.3155,-75.837
47243,-0.2,0.9,1.0,0.9,2.4,1,43.9014,-78.6755
47244,-0.5,0.7,1.8,1.8,1.3,0,44.2763,-78.313
47245,1.3,2.7,2.0,1.2,1.5,4,49.2836,-123.1041
47246,0.5,2.9,1.5,1.1,1.8,4,49.9465,-97.0585
47247,-0.4,2.9,2.5,0.0,1.9,2,46.3833,-82.65
47248,1.3,2.6,0.3,1.5,1.8,4,45.3155,-75.837
47249,0.4,2.3,0.6,-0.1,1.4,1,43.6536,-79.4258
47250,-0.6,2.2,0.9,0.6,1.1,2,48.4578,-89.1885
47251,0.2,2.1,2.0,1.0,2.0,4,52.1449,-106.6704
47252,1.8,2.7,1.6,0.5,2.1,4,43.6,-79.65
47253,-0.2,1.8,1.0,1.5,2.1,0,43.6358,-79.4668
47254,0.7,1.2,1.0,2.3,2.0,5,43.7797,-79.4156
47255,0.5,2.0,-0.3,2.1,1.3,3,45.3155,-75.837
47256,-0.9,2.0,1.8,0.2,1.6,2,45.3155,-75.837
47257,-0.1,1.4,2.0,1.6,1.8,0,43.6425,-79.3872
47258,0.2,1.4,1.1,1.4,2.1,5,43.6425,-79.3872
47259,-0.1,2.8,0.8,1.2,1.4,2,43.898,-78.8656
47260,-1.9,2.1,1.3,1.3,1.4,0,43.6425,-79.3872
47261,1.3,2.8,1.9,0.8,2.0,4,43.6425,-79.3872
47262,1.2,2.5,1.1,1.0,2.2,4,45.3155,-75.837
47263,-1.1,1.3,2.6,1.0,2.3,0,45.4805,-75.5237
47264,-0.9,2.2,0.6,0.1,1.4,2,53.4129,-113.4957
47265,-0.3,1.7,0.7,-0.2,2.1,1,49.2007,-122.6641
47266,0.1,3.0,2.2,1.1,2.0,4,43.6425,-79.3872
47267,-0.5,2.2,1.3,0.4,1.0,2,43.6905,-79.2857
47268,1.0,1.7,1.5,1.5,1.1,5,43.6425,-79.3872
47269,-0.3,1.0,2.5,0.3,1.3,1,50.1208,-122.9544
47270,0.5,2.2,0.6,0.8,2.4,4,43.6425,-79.3872
47271,-0.7,0.8,1.0,2.0,0.0,3,43.6425,-79.3872
47272,-0.6,1.7,1.9,1.8,0.9,0,43.7467,-79.8304
47273,-1.5,1.1,1.4,0.8,1.9,3,43.7352,-79.3818
47274,-0.4,2.4,2.0,1.8,1.1,0,45.3155,-75.837
47275,-0.3,0.8,2.4,1.7,2.1,5,46.65,-70.8
47276,-1.4,2.5,-1.0,0.6,0.4,3,45.3155,-75.837
47277,-1.0,1.7,0.2,1.9,1.8,3,43.6565,-79.4079
47278,-0.7,2.9,1.6,1.6,1.2,0,45.3155,-75.837
47279,1.7,0.6,2.5,1.4,1.6,5,43.6425,-79.3872
47280,-1.0,3.0,1.4,1.5,1.3,2,56.2539,-117.2849
47281,1.1,2.3,0.1,0.2,1.8,1,43.5146,-79.6063
47282,-1.3,2.4,2.1,1.3,1.3,0,43.6425,-79.3872
47283,-0.7,2.3,1.3,0.3,0.9,2,43.6425,-79.3872
47284,-1.1,3.1,0.5,1.1,1.7,2,45.3155,-75.837
47285,-0.8,2.2,1.2,1.0,0.7,2,43.5472,-79.585
47286,1.0,0.4,2.2,1.1,2.1,5,45.3155,-75.837
47287,-0.6,3.0,0.1,0.5,1.2,2,43.6425,-79.3872
47288,-0.5,3.7,-0.2,1.2,2.2,2,43.6425,-79.3872
47289,0.7,1.3,1.7,1.3,1.4,5,43.6667,-79.4167
47290,-0.6,1.7,1.3,2.4,0.4,0,53.7,-114.1833
47291,-0.7,1.5,0.7,0.3,0.9,3,44.2202,-76.5849
47292,0.5,2.8,1.6,1.4,0.9,4,43.9164,-80.0967
47293,1.1,-0.1,1.7,1.9,2.2,5,45.3155,-75.837
47294,0.6,3.2,2.2,1.0,1.9,4,43.2645,-79.8664
47295,-0.5,2.6,1.6,1.4,1.8,0,43.6425,-79.3872
47296,-0.6,1.0,2.2,1.9,1.5,0,45.3155,-75.837
47297,0.2,0.2,1.0,0.5,1.1,1,53.37,-113.41
47298,-0.4,1.7,1.6,1.4,1.0,0,43.8566,-79.5111
47299,-1.5,1.6,1.2,1.7,1.7,0,43.6425,-79.3872
47300,1.2,1.4,1.7,-0.4,2.0,1,45.3155,-75.837
47301,-0.9,2.1,2.3,1.8,1.8,0,45.3155,-75.837
47302,0.3,2.7,0.9,1.4,0.9,4,43.6425,-79.3872
47303,0.4,2.2,2.1,0.6,2.2,4,43.6425,-79.3872
47304,0.7,2.0,1.4,1.4,1.4,4,45.3176,-75.895
47305,1.0,3.2,1.1,0.2,1.3,4,53.5248,-113.5334
47306,0.5,1.0,1.3,0.8,1.3,1,42.9793,-81.2556
47307,1.1,0.8,2.1,1.3,1.2,5,44.231,-76.4791
47308,-0.4,1.7,1.8,0.9,2.2,0,45.3956,-75.7462
47309,-0.4,1.1,1.1,-0.1,1.8,1,45.3467,-75.77
47310,0.7,0.8,1.3,1.2,2.2,5,43.662,-79.3281
47311,-0.9,3.3,1.4,1.4,2.0,2,42.9833,-81.25
47312,0.6,2.0,1.3,2.0,1.5,5,56.7273,-111.4361
47313,0.3,1.5,1.3,0.9,1.8,1,45.3155,-75.837
47314,0.6,2.8,2.6,-0.1,1.1,4,44.2322,-76.4799
47315,1.2,3.0,1.1,1.0,0.9,4,43.6425,-79.3872
47316,1.8,3.4,1.7,1.0,0.9,4,43.6425,-79.3872
47317,-0.2,2.2,0.9,1.2,1.9,0,45.503,-73.5679
47318,1.3,1.1,1.3,1.3,0.9,5,43.6425,-79.3872
47319,-1.2,3.4,1.3,1.5,0.9,2,44.3483,-80.914
47320,-0.7,1.6,2.5,2.6,1.3,0,43.6425,-79.3872
47321,-0.9,3.4,1.6,2.6,2.1,0,45.3155,-75.837
47322,-1.0,3.1,1.3,1.3,1.6,2,45.4129,-75.6901
47323,-0.6,2.7,1.4,1.0,1.7,2,45.4127,-75.6742
47324,-0.1,1.2,1.7,1.6,1.1,0,43.6667,-79.4167
47325,-1.4,2.7,0.1,0.0,1.0,2,43.6425,-79.3872
47326,-1.4,2.2,2.0,1.8,1.3,0,44.0,-79.4667
47327,-0.2,0.2,2.1,2.4,0.0,5,43.6425,-79.3872
47328,1.1,3.5,0.2,1.5,1.7,4,43.877,-79.2578
47329,-1.2,3.7,1.9,-0.1,0.2,2,43.5892,-79.7239
47330,0.4,1.5,1.3,2.2,0.1,5,44.6464,-63.5929
47331,0.0,2.1,1.3,0.8,0.7,1,43.6425,-79.3872
47332,0.5,2.4,1.0,0.3,1.9,4,46.9233,-70.8968
47333,-0.6,2.1,1.1,0.9,1.1,2,43.6425,-79.3872
47334,-0.2,-0.1,1.8,2.6,0.5,5,45.3155,-75.837
47335,0.7,2.0,2.1,2.0,1.6,5,49.842,-119.4903
47336,-0.1,2.8,1.7,1.0,0.9,4,45.3155,-75.837
47337,1.4,1.5,2.4,1.6,1.7,5,44.2507,-76.5828
47338,-1.0,1.9,-0.8,0.6,1.6,3,49.25,-123.1333
47339,1.5,1.6,2.1,-0.8,1.6,1,49.2558,-123.1037
47340,-0.5,3.2,1.8,1.0,1.8,2,49.25,-123.1333
47341,1.2,1.3,2.1,1.5,1.7,5,45.3155,-75.837
47342,-0.4,3.5,0.6,0.3,0.5,2,45.5667,-73.2
47343,-1.6,2.0,-0.1,2.5,1.3,3,45.3155,-75.837
47344,-0.1,1.0,2.0,2.0,1.5,5,43.6425,-79.3872
47345,1.0,2.2,2.3,1.3,2.1,4,43.8587,-78.8341
47346,-0.7,3.0,0.5,1.7,1.8,2,46.7673,-71.2857
47347,0.7,2.5,1.0,0.3,1.3,4,46.1134,-71.3108
47348,-1.9,2.0,1.0,1.8,0.1,0,51.2667,-114.0167
47349,-1.6,1.8,0.4,1.6,1.6,3,43.6425,-79.3872
47350,-1.6,2.9,1.8,1.2,1.5,2,43.6425,-79.3872
47351,0.7,1.6,1.7,1.7,1.3,5,49.3833,-121.4333
47352,-1.1,1.5,0.7,2.2,1.8,3,45.3155,-75.837
47353,-1.5,2.7,1.9,0.3,2.0,2,43.6425,-79.3872
47354,1.4,0.9,-0.1,0.8,1.3,1,43.6425,-79.3872
47355,-1.5,0.9,0.1,0.0,2.2,3,51.0833,-114.0833
47356,1.7,3.0,2.1,1.8,1.6,4,49.2007,-122.6641
47357,-1.1,1.2,1.4,-0.5,1.1,1,48.4511,-89.273
47358,0.8,1.3,1.4,1.2,1.5,5,43.6425,-79.3872
47359,0.2,2.0,2.2,1.1,2.1,4,53.5248,-113.5334
47360,0.4,1.5,0.8,1.9,1.7,5,52.1068,-106.6552
47361,-0.9,1.1,1.6,0.2,1.7,1,43.6667,-79.4167
47362,-1.4,2.3,0.2,1.5,1.0,3,45.3155,-75.837
47363,0.7,2.3,1.7,0.1,0.9,4,50.0556,-110.6822
47364,-1.2,2.6,2.4,1.1,2.1,0,43.6425,-79.3872
47365,-0.2,2.0,2.1,0.5,1.4,0,49.2733,-122.7965
47366,-2.0,2.4,0.6,1.6,1.6,3,45.3155,-75.837
47367,-1.4,0.9,0.5,-0.3,1.4,3,43.6425,-79.3872
47368,0.0,0.4,1.6,1.4,1.5,5,43.6667,-79.4167
47369,-0.7,1.7,2.0,1.6,1.6,0,43.6667,-79.4167
47370,1.1,0.7,0.8,1.4,1.5,5,43.9091,-78.8088
47371,-1.0,0.9,-0.9,-0.1,1.5,3,43.6425,-79.3872
47372,1.5,2.1,1.3,1.3,1.8,4,43.6425,-79.3872
47373,-1.6,3.0,1.3,0.6,0.5,2,45.4036,-72.7097
47374,0.3,1.7,1.8,0.4,1.4,1,44.65,-63.6
47375,-0.8,1.7,1.7,1.1,1.3,0,42.8376,-80.3073
47376,0.1,2.6,2.1,0.8,2.2,4,45.0186,-74.7129
47377,-0.9,2.8,2.0,1.3,1.1,0,45.3155,-75.837
47378,-0.6,2.6,0.1,1.2,1.3,3,43.1017,-79.1997
47379,0.4,3.8,1.0,-0.2,1.9,4,45.3349,-63.2375
47380,0.9,2.0,2.2,1.0,2.1,4,43.6565,-79.4079
47381,0.6,2.6,1.5,1.0,0.2,4,53.535,-113.501
47382,0.1,3.2,1.9,2.2,1.8,4,49.3167,-123.0667
47383,-2.0,3.0,2.3,1.4,1.5,0,49.1783,-122.8665
47384,-1.2,2.2,1.9,1.1,1.5,0,43.6272,-79.6222
47385,0.1,1.9,1.4,1.8,1.2,0,43.6667,-79.4167
47386,-0.4,3.2,1.9,-0.3,1.7,2,45.3155,-75.837
47387,0.9,1.9,1.9,0.6,2.0,4,44.0065,-77.1464
47388,0.2,3.3,2.4,1.7,2.1,4,44.0065,-77.1464
47389,-0.2,2.1,2.1,1.2,1.0,0,44.0065,-77.1464
47390,1.3,1.7,2.6,2.1,2.4,5,44.0065,-77.1464
47391,-0.9,3.0,1.6,0.7,1.3,2,45.3155,-75.837
47392,-0.2,1.8,1.4,0.6,1.8,1,43.75,-79.2
47393,-0.1,0.7,1.3,1.1,0.3,1,45.3155,-75.837
47394,-0.7,1.9,1.2,1.1,2.2,0,49.2836,-123.1041
47395,-0.2,3.4,2.2,0.0,2.1,4,43.6425,-79.3872
47396,0.6,2.9,1.3,-0.9,1.5,4,43.6425,-79.3872
47397,-1.1,2.0,0.7,1.0,1.3,3,45.3155,-75.837
47398,1.0,1.6,1.1,1.5,1.3,5,43.6425,-79.3872
47399,1.6,2.6,1.9,1.2,1.0,4,43.6425,-79.3872
47400,-0.4,0.7,2.0,1.1,2.2,5,43.6425,-79.3872
47401,-0.8,0.2,2.4,1.2,1.5,0,45.3155,-75.837
47402,-0.6,-0.1,2.2,1.4,1.6,5,45.3155,-75.837
47403,0.5,0.5,0.4,2.0,1.7,5,43.6425,-79.3872
47404,0.7,2.3,1.9,2.3,0.7,4,45.4207,-75.7023
47405,-0.1,2.4,0.8,1.9,1.8,0,43.6578,-79.6607
47406,1.3,1.2,2.3,1.5,1.7,5,56.7273,-111.4361
47407,1.5,1.4,2.1,0.3,1.4,1,45.3155,-75.837
47408,0.1,1.2,1.8,0.2,1.4,1,51.0833,-114.0833
47409,1.1,1.6,2.1,2.2,2.0,5,50.4253,-104.6347
47410,-0.3,1.2,1.8,1.0,1.1,0,45.3176,-75.895
47411,0.0,1.5,1.5,1.0,1.2,1,43.73,-79.5542
47412,1.1,1.3,1.0,0.8,1.4,1,42.9899,-81.2607
47413,-0.9,2.4,2.4,0.8,1.3,0,43.6425,-79.3872
47414,-1.0,0.7,1.9,1.5,0.5,0,43.3833,-80.3167
47415,-0.3,1.6,1.9,1.1,0.3,0,43.4487,-80.4849
47416,0.5,1.9,1.8,-0.1,2.1,1,43.6425,-79.3872
